Q1053100,"Silvia Montefoschi è una scrittrice italiana, nota soprattutto per i suoi romanzi introspettivi e psicologici che esplorano le complessità delle relazioni umane e della psiche femminile.
"
Q116025,"Adrienne von Speyr è stata una dottoressa, mistica e scrittrice svizzera, nota soprattutto per la sua collaborazione con il teologo Hans Urs von Balthasar e per le sue numerose opere di teologia mistica.
"
Q12326078,"Marie Krogh è stata una fisiologa danese e scienziata medica che ha dato un contributo significativo alla ricerca sulla fisiologia respiratoria, al diabete e ha sviluppato la produzione di insulina in Danimarca.
"
Q1248662,"Lucille Teasdale è stata una dottoressa canadese che ha trascorso gran parte della sua carriera in Uganda, dove ha curato i pazienti e ha formato personale medico, anche dopo aver contratto l'HIV, fino alla sua morte nel 1996.
"
Q133009,"Gro Harlem Brundtland è una politica, medico e diplomatica norvegese che ha presieduto la Commissione mondiale per l'ambiente e lo sviluppo che ha elaborato il rapporto Brundtland che ha reso popolare il concetto di sviluppo sostenibile.
"
Q1337584,"Emily Blackwell è stata la seconda donna a conseguire una laurea in medicina negli Stati Uniti e una sostenitrice dell'istruzione medica per le donne.
"
Q150276,"Nkosazana Dlamini-Zuma è una politica sudafricana ed ex ministro che ha ricoperto diverse posizioni di alto livello nel governo sudafricano, tra cui Ministro della Sanità, Ministro degli Affari Esteri e Ministro degli Affari Interni, ed è stata Presidente della Commissione dell'Unione Africana.
"
Q15142821,"Maria del Rio è una conduttrice televisiva e giornalista spagnola, nota soprattutto per i suoi programmi dedicati alla musica e all'intrattenimento.
"
Q15980336,"Charlotte Olivier è una scienziatrice dei dati di spicco e leader di pensiero nel campo dell'intelligenza artificiale, nota per il suo lavoro all'avanguardia sull'apprendimento automatico e sulla sua applicazione per affrontare sfide sociali complesse.
"
Q16039295,"Venera Padua è una modella, attrice e personaggio televisivo filippina.
"
Q16400,"Han Suyin è stata una medico e scrittrice cinese-britannica nota per i suoi romanzi ambientati in Asia, in particolare quelli che esplorano il rapporto tra Oriente e Occidente.
"
Q16560401,"Giulia Grillo è una politica italiana, medico chirurgo, che è stata Ministro della Salute nel Governo Conte I (2018-2019) ed è attualmente deputata.
"
Q16889008,"Mariam Yehya Ibrahim è una donna sudanese che è stata condannata a morte per apostasia nel 2014, ma successivamente rilasciata a seguito di proteste internazionali.
"
Q16937497,"Giulia Enders è una scienziata tedesca diventata famosa per il suo libro di divulgazione scientifica ""L'intestino felice"", che ha reso comprensibili a tutti il funzionamento e l'importanza dell'intestino.
"
Q18674649,"Florence Duperval Guillaume è una politica haitiana che ha ricoperto la carica di Primo Ministro ad interim di Haiti dal 20 dicembre 2014 al 16 gennaio 2015.
"
Q18758690,"Sofia Schafranov è una compositrice e pianista israeliana specializzata in musica classica contemporanea e improvvisazione.
"
Q18812033,"Luisa Guidotti Mistrali è stata una dottoressa e missionaria laica italiana, uccisa in Rhodesia (l'attuale Zimbabwe) nel 1979 per la sua dedizione e il suo impegno a favore dei malati e dei più poveri.
"
Q193923,"Harriet A. Hall, nota anche come ""The SkepDoc"", è una medico in pensione e scettica scientifica che scrive sulla pseudoscienza e sulle pratiche mediche dubbie.
"
Q19587156,"Eva Carneiro è un medico sportivo britannico specializzato in medicina dello sport, nota soprattutto per il suo ruolo come medico del Chelsea Football Club, da cui è partita in circostanze controverse.
"
Q1992420,"Mary Corinna Putnam Jacobi è stata una rinomata medico, scrittrice, scienziata e attivista per i diritti delle donne statunitense del XIX secolo, nota per i suoi contributi alla medicina e per il suo impegno per l'uguaglianza di genere.
"
Q19984813,"Simonetta Tosi è una curatrice d'arte italiana, specializzata in fotografia e arte contemporanea, nota per il suo lavoro nell'ambito della valorizzazione del patrimonio fotografico e per l'organizzazione di mostre e progetti culturali.
"
Q202818,"Ita Wegman è stata una dottoressa, antroposofa e co-fondatrice della medicina antroposofica insieme a Rudolf Steiner.
"
Q203011,"Zilda Arns è stata una pediatra e operatrice sanitaria brasiliana che ha fondato Pastoral da Criança, un'organizzazione di assistenza sociale cattolica che aiuta i bambini poveri.
"
Q2059198,"Maude Abbott è stata una patologa canadese tra le prime autorità in materia di cardiopatie congenite e fondatrice del Museo di Patologia Medica dell'Università McGill.
"
Q22069454,"Luisa Levi è stata una pittrice e scrittrice italiana, nota per i suoi dipinti e scritti che esplorano temi di identità ebraica, memoria e storia.
"
Q22342151,"Giuseppina Cattani è stata una patriota italiana, nota per aver combattuto valorosamente nelle Cinque Giornate di Milano nel 1848.
"
Q235321,"Jill Stein è una fisica e medico statunitense che è diventata politicamente attiva nel Partito dei Verdi ed è stata la candidata alla presidenza del partito nel 2012 e nel 2016.
"
Q23775668,"Tiziana Virgili è una giornalista e scrittrice italiana, nota per i suoi libri e articoli che trattano temi legati al mondo del lavoro, dell'economia e della società.
"
Q24239791,"Ada Burrone è una comica, attrice, cantante e conduttrice radiofonica italiana, nota per il suo lavoro in programmi come ""Colorado"" e ""Splendida Cornice"" e per la sua partecipazione a ""LOL - Chi ride è fuori"".
"
Q24930726,"Suzanne Jannin è stata un'infermiera francese che ha aiutato molti aviatori alleati a fuggire dalla Francia occupata durante la seconda guerra mondiale.
"
Q254298,"Margaret Seddon è una dottoressa e astronauta della NASA in pensione che ha partecipato a tre missioni dello Space Shuttle tra il 1985 e il 1993, svolgendo ricerche scientifiche nello spazio.
"
Q2607043,"Rauni-Leena Luukanen-Kilde è stata una dottoressa finlandese che credeva fermamente nella teoria del complotto secondo cui i governi segreti stavano impiantando chip nei cittadini per scopi di controllo mentale.
"
Q260970,"Daniella Rush è una modella di glamour e attrice pornografica americana.
"
Q261065,"Rosa María Britton è una rinomata scrittrice, medico e drammaturga panamense, conosciuta per aver affrontato temi sociali e politici attraverso le sue opere.
"
Q264460,"Ellen Baker è un personaggio immaginario della serie anime ""Azumanga Daioh"", un'insegnante di inglese americana che spesso si comporta in modo infantile e gioca con i suoi studenti.
"
Q270262,"Ana Aslan è stata una scienziata e gerontologa rumena, famosa per aver sviluppato il trattamento geriatrico con il farmaco Gerovital H3.
"
Q27835158,"Flavia Bustreo è una pediatra italiana, specialista in salute delle donne e dei bambini, nota per il suo lavoro presso l'Organizzazione Mondiale della Sanità (OMS) e per il suo impegno nella promozione della salute globale.
"
Q27986961,"Maria Antonia Modolo è una scienziata italiana, professoressa ordinaria di Patologia Generale all'Università di Pavia, nota per le sue ricerche nel campo dell'immunologia e dell'infiammazione, in particolare sul ruolo dei macrofagi.
"
Q2800268,"Maggie De Block è una politica belga, medico generico, che ha ricoperto diversi ruoli ministeriali importanti, tra cui Ministro della Salute.
"
Q29846694,"Piera Locatelli è stata una partigiana italiana, medaglia d'oro al valor militare, nota per il suo coraggio e la sua attività nella Resistenza durante la Seconda Guerra Mondiale.
"
Q3246738,"Antonia Novello è una dottoressa e funzionaria della sanità pubblica portoricana-americana che è stata la prima donna e la prima ispanica a ricoprire la carica di Surgeon General degli Stati Uniti.
"
Q32606,"Non ci sono informazioni su una persona famosa o pubblica di nome ""Nan Hayworth"". Forse hai in mente un nome diverso o c'è un errore di battitura.
"
Q3370079,"Patrizia Paterlini è una ricercatrice italiana, professoressa di Oncologia Medica all'Università di Lione, nota per le sue ricerche sulle cellule tumorali circolanti e il loro ruolo nella diagnosi precoce e nella prevenzione del cancro.
"
Q34091,"Mae Jemison è un medico, ingegnere e astronauta americano, che è diventata la prima donna afroamericana a viaggiare nello spazio nel 1992.
"
Q3479150,"Serena Auñón-Chancellor è un medico, ingegnere e astronauta della NASA americana.
"
Q3554228,"Valérie André è stata una chirurgo neurochirurgo e aviatore francese, la prima donna a diventare generale nell'esercito francese.
"
Q3612711,"Alma Manuela Tirone è una giornalista, conduttrice televisiva e autrice italiana, nota per il suo lavoro in ambito scientifico e divulgativo, in particolare per il programma ""PresaDiretta"".
"
Q3667474,"Chiara Castellani è una medica italiana specializzata in salute globale, nota per il suo impegno in progetti di cooperazione sanitaria in Africa e per la sua attività di divulgazione scientifica.
"
Q3680406,"Clelia Lollini è una ricercatrice italiana, specializzata in oncologia, che si occupa in particolare di neuroblastoma e immunoterapia.
"
Q3735104,"Eva Buiatti è una giovane fisica italiana specializzata in quantum machine learning e computing, nota per le sue ricerche e il suo impegno nella divulgazione scientifica, soprattutto sui social media.
"
Q3764463,"Gina Lombroso Ferrero è stata una scrittrice, medico e criminologa italiana, figlia del famoso Cesare Lombroso, che si dedicò a divulgare e reinterpretare le teorie paterne, concentrandosi in particolare sulla psicologia femminile e infantile.
"
Q3776075,"Graziella Fumagalli è una nota giornalista e conduttrice televisiva italiana, specializzata in temi di economia e finanza.
"
Q3803343,"Isotta Gervasi è una giornalista e conduttrice televisiva italiana, nota per il suo lavoro in ambito sportivo, in particolare per la copertura della Formula 1 su Sky Sport.
"
Q3811106,"Julie Gerberding è un medico americano specializzato in malattie infettive che è stato direttore dei Centers for Disease Control and Prevention (CDC) dal 2002 al 2009.
"
Q3811139,"Julieta Lanteri è stata una dottoressa, politica e femminista italo-argentina, pioniera nella lotta per i diritti delle donne in Argentina, tra cui il diritto di voto.
"
Q3832600,"Linda Burfield Hazzard era una ciarlatana statunitense che praticava il digiuno come cura per tutte le malattie, causando la morte di numerosi pazienti per fame.
"
Q3835536,"Livia Azzariti è una conduttrice radiofonica e televisiva italiana, nota soprattutto per i suoi programmi musicali e di intrattenimento in Rai.
"
Q3850459,"Mary Ethel Hayter Florey è stata una patologa clinica e amministratrice scientifica australiana che ha contribuito allo sviluppo e alla produzione di massa della penicillina durante la seconda guerra mondiale.
"
Q3851860,"Matilda Kerry è una modella, medico e specialista in salute pubblica irlandese-nigeriana, ed è stata incoronata Most Beautiful Girl in Nigeria nel 2000.
"
Q3854094,"Melania De Nichilo Rizzoli è una politica italiana, europarlamentare di Fratelli d'Italia, nota per le sue posizioni conservatrici e per il suo impegno in temi legati alla famiglia e alla bioetica.
"
Q3860811,"Monica Bettoni Brandani è una linguista italiana, professoressa ordinaria di Linguistica all'Università di Ginevra, specializzata in acquisizione della lingua materna, bilinguismo e didattica delle lingue.
"
Q3978500,"Svetlana Broz è una cardiologa, scrittrice e attivista bosniaca, nipote del leader jugoslavo Josip Broz Tito, nota per il suo impegno nella promozione della riconciliazione nella regione balcanica.
"
Q43397010,"Eleonora Cantamessa è una ginecologa italiana, nota per la sua difesa della vita e per il suo impegno in bioetica, soprattutto in relazione alla salute della donna e alla tutela del concepito.
"
Q449487,"Florence Rena Sabin è stata una scienziata medica americana pioniera, nota soprattutto per la sua ricerca sul sistema linfatico, sull'origine delle cellule del sangue e per i suoi contributi alla salute pubblica.
"
Q450612,"L'elefantide è una ninfa della mitologia greca, figlia del re egizio Belo e di Anchinoe, e sorella di Egitto e Danao.
"
Q452029,"Sophia Jex-Blake è stata una medico, riformatrice e una delle prime donne a studiare medicina nel Regno Unito.
"
Q454035,"Tamala Jones è un'attrice americana nota per i suoi ruoli in film come ""Booty Call"", ""The Wood"", ""Two Can Play That Game"", ""Kingdom Come"" e ""What Men Want"" e per il suo ruolo nella serie televisiva ""Castle"".
"
Q466175,"Anna Kingsford è stata una scrittrice, attivista e sostenitrice dei diritti degli animali inglese del XIX secolo, pioniera del movimento vegetariano e antifivisezionista.
"
Q4687727,"Emilia Ilaria è una nota artista italiana, conosciuta principalmente per le sue sculture contemporanee che esplorano temi legati alla natura e alla spiritualità.
"
Q4793362,"Sara Josephine Baker è stata una dottoressa e attivista americana che ha apportato importanti contributi alla salute pubblica, in particolare nella riduzione della mortalità infantile nel quartiere di Hell's Kitchen a New York.
"
Q48658505,"Giulia Bonarelli è una scultrice italiana del XVII secolo, nota per il suo busto marmoreo realizzato da Gian Lorenzo Bernini quando aveva circa 16 anni, che la ritrae con una posa dinamica e un'espressione intensa.
"
Q4967050,Non so chi sia Mercuriade. Puoi fornirmi maggiori informazioni?
Q513807,"Margaret A. Hamburg è una medico e scienziata americana che ha prestato servizio come commissario della Food and Drug Administration degli Stati Uniti dal 2009 al 2015.
"
Q52418912,"Maria Domenica Castellone è una politica italiana, senatrice del Movimento 5 Stelle e attuale Vicepresidente del Senato.
"
Q53830540,"Anna Marengo è una giornalista e conduttrice televisiva italiana, nota per i suoi programmi di divulgazione scientifica e per il suo impegno nel rendere accessibili argomenti complessi.
"
Q5413420,"Pixie McKenna è una dermatologa irlandese, meglio conosciuta come co-conduttrice di ""Embarrassing Bodies"" nel Regno Unito.
"
Q5607759,"Grethe Rask è stata una dottoressa danese, una delle prime a diagnosticare e morire di AIDS al di fuori degli Stati Uniti.
"
Q57232,"Sabine Bergmann-Pohl è una politica tedesca che è stata l'ultima capo di stato della Repubblica Democratica Tedesca (Germania dell'Est) nel 1990.
"
Q6106625,"Nozipo Maraire è una neurochirurga zimbabwese-americana, scrittrice e imprenditrice sociale.
"
Q61527,"Herta Oberheuser è stata una dottoressa nazista che ha condotto esperimenti medici disumani su prigionieri nel campo di concentramento di Ravensbrück e per i suoi crimini è stata condannata a 20 anni di prigione al processo ai dottori di Norimberga.
"
Q6170376,"Jean Carper è stata una nota giornalista di salute e nutrizione, nota per i suoi libri che demistificavano la scienza della nutrizione per il grande pubblico.
"
Q6551737,"Linda Laubenstein era una medica americana specializzata in ematologia e oncologia che nel 1981 fu tra i primi medici a riconoscere e descrivere l'AIDS come una nuova malattia distinta, pubblicando il primo articolo descrittivo sull'AIDS negli Stati Uniti.
"
Q6762153,"Mariann Gajhede Knudsen è una calciatrice professionista danese che gioca come centrocampista per il Fortuna Hjørring e la nazionale danese.
"
Q6837186,Michelle Norris è un'ex giornalista e opinionista americana che ha lavorato per l'NPR (National Public Radio) per diversi anni.
Q6950,"Tess Gerritsen è una scrittrice e medico statunitense, nota soprattutto per i suoi thriller medici con protagonista la detective Jane Rizzoli e la patologa forense Maura Isles.
"
Q7405217,"Sarah Mapp era una guaritrice e ostetrica inglese del XVIII secolo, nota per la sua capacità di guarire lussazioni e fratture, guadagnandosi il soprannomi di ""Bonesetter Mapp"" e ""Crazy Sally"".
"
